Date,KeyStatistic,CA,MainClientGroup,Sector,Unit,Value,ValueQF
20130331,Percentage Occupancy,S12000027,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000028,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000029,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000030,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000033,Other Groups,All Sectors,Percentage,78,
20130331,Percentage Occupancy,S12000034,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000035,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000036,Other Groups,All Sectors,Percentage,69,
20130331,Percentage Occupancy,S12000038,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000039,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000040,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000041,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000042,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000045,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000047,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000048,Other Groups,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000049,Other Groups,All Sectors,Percentage,82,
20130331,Percentage Occupancy,S12000050,Other Groups,All Sectors,Percentage,76,
20130331,Percentage Occupancy,S92000003,Other Groups,All Sectors,Percentage,77,
20130331,Percentage Occupancy,S92000003,Other Groups,Local Authority/Health Board Sectors,Percentage,0,
20130331,Percentage Occupancy,S92000003,Other Groups,Private Sector,Percentage,64,
20130331,Percentage Occupancy,S92000003,Other Groups,Voluntary or Not for Profit Sector,Percentage,79,
20130331,Percentage Occupancy,S12000005,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000006,Physical and Sensory Impairment,All Sectors,Percentage,,c
20130331,Percentage Occupancy,S12000008,Physical and Sensory Impairment,All Sectors,Percentage,100,
20130331,Percentage Occupancy,S12000010,Physical and Sensory Impairment,All Sectors,Percentage,65,
20130331,Percentage Occupancy,S12000011,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000013,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000014,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000017,Physical and Sensory Impairment,All Sectors,Percentage,100,
20130331,Percentage Occupancy,S12000018,Physical and Sensory Impairment,All Sectors,Percentage,93,
20130331,Percentage Occupancy,S12000019,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000020,Physical and Sensory Impairment,All Sectors,Percentage,,c
20130331,Percentage Occupancy,S12000021,Physical and Sensory Impairment,All Sectors,Percentage,83,
20130331,Percentage Occupancy,S12000023,Physical and Sensory Impairment,All Sectors,Percentage,,c
20130331,Percentage Occupancy,S12000026,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000027,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000028,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000029,Physical and Sensory Impairment,All Sectors,Percentage,96,
20130331,Percentage Occupancy,S12000030,Physical and Sensory Impairment,All Sectors,Percentage,100,
20130331,Percentage Occupancy,S12000033,Physical and Sensory Impairment,All Sectors,Percentage,87,
20130331,Percentage Occupancy,S12000034,Physical and Sensory Impairment,All Sectors,Percentage,,c
20130331,Percentage Occupancy,S12000035,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000036,Physical and Sensory Impairment,All Sectors,Percentage,81,
20130331,Percentage Occupancy,S12000038,Physical and Sensory Impairment,All Sectors,Percentage,95,
20130331,Percentage Occupancy,S12000039,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000040,Physical and Sensory Impairment,All Sectors,Percentage,70,
20130331,Percentage Occupancy,S12000041,Physical and Sensory Impairment,All Sectors,Percentage,0,
20130331,Percentage Occupancy,S12000042,Physical and Sensory Impairment,All Sectors,Percentage,,c
20130331,Percentage Occupancy,S12000045,Physical and Sensory Impairment,All Sectors,Percentage,100,
20130331,Percentage Occupancy,S12000047,Physical and Sensory Impairment,All Sectors,Percentage,45,
20130331,Percentage Occupancy,S12000048,Physical and Sensory Impairment,All Sectors,Percentage,92,
20130331,Percentage Occupancy,S12000049,Physical and Sensory Impairment,All Sectors,Percentage,89,
20130331,Percentage Occupancy,S12000050,Physical and Sensory Impairment,All Sectors,Percentage,79,
20130331,Percentage Occupancy,S92000003,Physical and Sensory Impairment,All Sectors,Percentage,83,
20130331,Percentage Occupancy,S92000003,Physical and Sensory Impairment,Local Authority/Health Board Sectors,Percentage,56,
20130331,Percentage Occupancy,S92000003,Physical and Sensory Impairment,Private Sector,Percentage,71,
20130331,Percentage Occupancy,S92000003,Physical and Sensory Impairment,Voluntary or Not for Profit Sector,Percentage,90,
20140331,Percentage Occupancy,S12000005,All Adults,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000005,All Adults,Local Authority/Health Board Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000005,All Adults,Private Sector,Percentage,97,
20140331,Percentage Occupancy,S12000005,All Adults,Voluntary or Not for Profit Sector,Percentage,90,
20140331,Percentage Occupancy,S12000006,All Adults,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000006,All Adults,Local Authority/Health Board Sectors,Percentage,,c
20140331,Percentage Occupancy,S12000006,All Adults,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000006,All Adults,Voluntary or Not for Profit Sector,Percentage,94,
20140331,Percentage Occupancy,S12000008,All Adults,All Sectors,Percentage,84,
20140331,Percentage Occupancy,S12000008,All Adults,Local Authority/Health Board Sectors,Percentage,92,
20140331,Percentage Occupancy,S12000008,All Adults,Private Sector,Percentage,84,
20140331,Percentage Occupancy,S12000008,All Adults,Voluntary or Not for Profit Sector,Percentage,0,
20140331,Percentage Occupancy,S12000010,All Adults,All Sectors,Percentage,83,
20140331,Percentage Occupancy,S12000010,All Adults,Local Authority/Health Board Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000010,All Adults,Private Sector,Percentage,83,
20140331,Percentage Occupancy,S12000010,All Adults,Voluntary or Not for Profit Sector,Percentage,87,
20140331,Percentage Occupancy,S12000011,All Adults,All Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000011,All Adults,Local Authority/Health Board Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000011,All Adults,Private Sector,Percentage,93,
20140331,Percentage Occupancy,S12000011,All Adults,Voluntary or Not for Profit Sector,Percentage,96,
20140331,Percentage Occupancy,S12000013,All Adults,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000013,All Adults,Local Authority/Health Board Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000013,All Adults,Private Sector,Percentage,98,
20140331,Percentage Occupancy,S12000013,All Adults,Voluntary or Not for Profit Sector,Percentage,100,
20140331,Percentage Occupancy,S12000014,All Adults,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000014,All Adults,Local Authority/Health Board Sectors,Percentage,78,
20140331,Percentage Occupancy,S12000014,All Adults,Private Sector,Percentage,87,
20140331,Percentage Occupancy,S12000014,All Adults,Voluntary or Not for Profit Sector,Percentage,97,
20140331,Percentage Occupancy,S12000017,All Adults,All Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000017,All Adults,Local Authority/Health Board Sectors,Percentage,89,
20140331,Percentage Occupancy,S12000017,All Adults,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000017,All Adults,Voluntary or Not for Profit Sector,Percentage,89,
20140331,Percentage Occupancy,S12000018,All Adults,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000018,All Adults,Local Authority/Health Board Sectors,Percentage,,c
20140331,Percentage Occupancy,S12000018,All Adults,Private Sector,Percentage,93,
20140331,Percentage Occupancy,S12000018,All Adults,Voluntary or Not for Profit Sector,Percentage,92,
20140331,Percentage Occupancy,S12000019,All Adults,All Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000019,All Adults,Local Authority/Health Board Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000019,All Adults,Private Sector,Percentage,86,
20140331,Percentage Occupancy,S12000019,All Adults,Voluntary or Not for Profit Sector,Percentage,84,
20140331,Percentage Occupancy,S12000020,All Adults,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000020,All Adults,Local Authority/Health Board Sectors,Percentage,69,
20140331,Percentage Occupancy,S12000020,All Adults,Private Sector,Percentage,96,
20140331,Percentage Occupancy,S12000020,All Adults,Voluntary or Not for Profit Sector,Percentage,90,
20140331,Percentage Occupancy,S12000021,All Adults,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000021,All Adults,Local Authority/Health Board Sectors,Percentage,78,
20140331,Percentage Occupancy,S12000021,All Adults,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000021,All Adults,Voluntary or Not for Profit Sector,Percentage,88,
20140331,Percentage Occupancy,S12000023,All Adults,All Sectors,Percentage,92,
20140331,Percentage Occupancy,S12000023,All Adults,Local Authority/Health Board Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000023,All Adults,Private Sector,Percentage,0,
20140331,Percentage Occupancy,S12000023,All Adults,Voluntary or Not for Profit Sector,Percentage,,c
20140331,Percentage Occupancy,S12000026,All Adults,All Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000026,All Adults,Local Authority/Health Board Sectors,Percentage,82,
20140331,Percentage Occupancy,S12000026,All Adults,Private Sector,Percentage,79,
20140331,Percentage Occupancy,S12000026,All Adults,Voluntary or Not for Profit Sector,Percentage,89,
20140331,Percentage Occupancy,S12000027,All Adults,All Sectors,Percentage,76,
20140331,Percentage Occupancy,S12000027,All Adults,Local Authority/Health Board Sectors,Percentage,76,
20140331,Percentage Occupancy,S12000027,All Adults,Private Sector,Percentage,0,
20140331,Percentage Occupancy,S12000027,All Adults,Voluntary or Not for Profit Sector,Percentage,75,
20140331,Percentage Occupancy,S12000028,All Adults,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000028,All Adults,Local Authority/Health Board Sectors,Percentage,72,
20140331,Percentage Occupancy,S12000028,All Adults,Private Sector,Percentage,88,
20140331,Percentage Occupancy,S12000028,All Adults,Voluntary or Not for Profit Sector,Percentage,93,
20140331,Percentage Occupancy,S12000029,All Adults,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000029,All Adults,Local Authority/Health Board Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000029,All Adults,Private Sector,Percentage,84,
20140331,Percentage Occupancy,S12000029,All Adults,Voluntary or Not for Profit Sector,Percentage,95,
20140331,Percentage Occupancy,S12000030,All Adults,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000030,All Adults,Local Authority/Health Board Sectors,Percentage,79,
20140331,Percentage Occupancy,S12000030,All Adults,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000030,All Adults,Voluntary or Not for Profit Sector,Percentage,91,
20140331,Percentage Occupancy,S12000033,All Adults,All Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000033,All Adults,Local Authority/Health Board Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000033,All Adults,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000033,All Adults,Voluntary or Not for Profit Sector,Percentage,91,
20140331,Percentage Occupancy,S12000034,All Adults,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000034,All Adults,Local Authority/Health Board Sectors,Percentage,82,
20140331,Percentage Occupancy,S12000034,All Adults,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000034,All Adults,Voluntary or Not for Profit Sector,Percentage,91,
20140331,Percentage Occupancy,S12000035,All Adults,All Sectors,Percentage,83,
20140331,Percentage Occupancy,S12000035,All Adults,Local Authority/Health Board Sectors,Percentage,80,
20140331,Percentage Occupancy,S12000035,All Adults,Private Sector,Percentage,82,
20140331,Percentage Occupancy,S12000035,All Adults,Voluntary or Not for Profit Sector,Percentage,88,
20140331,Percentage Occupancy,S12000036,All Adults,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000036,All Adults,Local Authority/Health Board Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000036,All Adults,Private Sector,Percentage,87,
20140331,Percentage Occupancy,S12000036,All Adults,Voluntary or Not for Profit Sector,Percentage,92,
20140331,Percentage Occupancy,S12000038,All Adults,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000038,All Adults,Local Authority/Health Board Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000038,All Adults,Private Sector,Percentage,84,
20140331,Percentage Occupancy,S12000038,All Adults,Voluntary or Not for Profit Sector,Percentage,96,
20140331,Percentage Occupancy,S12000039,All Adults,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000039,All Adults,Local Authority/Health Board Sectors,Percentage,78,
20140331,Percentage Occupancy,S12000039,All Adults,Private Sector,Percentage,92,
20140331,Percentage Occupancy,S12000039,All Adults,Voluntary or Not for Profit Sector,Percentage,,c
20140331,Percentage Occupancy,S12000040,All Adults,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000040,All Adults,Local Authority/Health Board Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000040,All Adults,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000040,All Adults,Voluntary or Not for Profit Sector,Percentage,90,
20140331,Percentage Occupancy,S12000041,All Adults,All Sectors,Percentage,89,
20140331,Percentage Occupancy,S12000041,All Adults,Local Authority/Health Board Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000041,All Adults,Private Sector,Percentage,88,
20140331,Percentage Occupancy,S12000041,All Adults,Voluntary or Not for Profit Sector,Percentage,98,
20140331,Percentage Occupancy,S12000042,All Adults,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000042,All Adults,Local Authority/Health Board Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000042,All Adults,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000042,All Adults,Voluntary or Not for Profit Sector,Percentage,99,
20140331,Percentage Occupancy,S12000045,All Adults,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000045,All Adults,Local Authority/Health Board Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000045,All Adults,Private Sector,Percentage,88,
20140331,Percentage Occupancy,S12000045,All Adults,Voluntary or Not for Profit Sector,Percentage,100,
20140331,Percentage Occupancy,S12000047,All Adults,All Sectors,Percentage,84,
20140331,Percentage Occupancy,S12000047,All Adults,Local Authority/Health Board Sectors,Percentage,89,
20140331,Percentage Occupancy,S12000047,All Adults,Private Sector,Percentage,84,
20140331,Percentage Occupancy,S12000047,All Adults,Voluntary or Not for Profit Sector,Percentage,87,
20140331,Percentage Occupancy,S12000048,All Adults,All Sectors,Percentage,77,
20140331,Percentage Occupancy,S12000048,All Adults,Local Authority/Health Board Sectors,Percentage,64,
20140331,Percentage Occupancy,S12000048,All Adults,Private Sector,Percentage,76,
20140331,Percentage Occupancy,S12000048,All Adults,Voluntary or Not for Profit Sector,Percentage,89,
20140331,Percentage Occupancy,S12000049,All Adults,All Sectors,Percentage,84,
20140331,Percentage Occupancy,S12000049,All Adults,Local Authority/Health Board Sectors,Percentage,92,
20140331,Percentage Occupancy,S12000049,All Adults,Private Sector,Percentage,82,
20140331,Percentage Occupancy,S12000049,All Adults,Voluntary or Not for Profit Sector,Percentage,88,
20140331,Percentage Occupancy,S12000050,All Adults,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000050,All Adults,Local Authority/Health Board Sectors,Percentage,58,
20140331,Percentage Occupancy,S12000050,All Adults,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000050,All Adults,Voluntary or Not for Profit Sector,Percentage,96,
20140331,Percentage Occupancy,S92000003,All Adults,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S92000003,All Adults,Local Authority/Health Board Sectors,Percentage,85,
20140331,Percentage Occupancy,S92000003,All Adults,Private Sector,Percentage,86,
20140331,Percentage Occupancy,S92000003,All Adults,Voluntary or Not for Profit Sector,Percentage,92,
20140331,Percentage Occupancy,S12000005,Learning Disabilities,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000006,Learning Disabilities,All Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000008,Learning Disabilities,All Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000010,Learning Disabilities,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000011,Learning Disabilities,All Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000013,Learning Disabilities,All Sectors,Percentage,82,
20140331,Percentage Occupancy,S12000014,Learning Disabilities,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000017,Learning Disabilities,All Sectors,Percentage,89,
20140331,Percentage Occupancy,S12000018,Learning Disabilities,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000019,Learning Disabilities,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000020,Learning Disabilities,All Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000021,Learning Disabilities,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000023,Learning Disabilities,All Sectors,Percentage,83,
20140331,Percentage Occupancy,S12000026,Learning Disabilities,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000027,Learning Disabilities,All Sectors,Percentage,67,
20140331,Percentage Occupancy,S12000028,Learning Disabilities,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000029,Learning Disabilities,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000030,Learning Disabilities,All Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000033,Learning Disabilities,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000034,Learning Disabilities,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000035,Learning Disabilities,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000036,Learning Disabilities,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000038,Learning Disabilities,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000039,Learning Disabilities,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000040,Learning Disabilities,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000041,Learning Disabilities,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000042,Learning Disabilities,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000045,Learning Disabilities,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000047,Learning Disabilities,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000048,Learning Disabilities,All Sectors,Percentage,83,
20140331,Percentage Occupancy,S12000049,Learning Disabilities,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000050,Learning Disabilities,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S92000003,Learning Disabilities,All Sectors,Percentage,90,
20140331,Percentage Occupancy,S92000003,Learning Disabilities,Local Authority/Health Board Sectors,Percentage,83,
20140331,Percentage Occupancy,S92000003,Learning Disabilities,Private Sector,Percentage,89,
20140331,Percentage Occupancy,S92000003,Learning Disabilities,Voluntary or Not for Profit Sector,Percentage,91,
20140331,Percentage Occupancy,S12000005,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000006,Mental Health Problems,All Sectors,Percentage,83,
20140331,Percentage Occupancy,S12000008,Mental Health Problems,All Sectors,Percentage,56,
20140331,Percentage Occupancy,S12000010,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000011,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000013,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000014,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000017,Mental Health Problems,All Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000018,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000019,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000020,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000021,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000023,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000026,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000027,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000028,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000029,Mental Health Problems,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000030,Mental Health Problems,All Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000033,Mental Health Problems,All Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000034,Mental Health Problems,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000035,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000036,Mental Health Problems,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000038,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000039,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000040,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000041,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000042,Mental Health Problems,All Sectors,Percentage,80,
20140331,Percentage Occupancy,S12000045,Mental Health Problems,All Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000047,Mental Health Problems,All Sectors,Percentage,100,
20140331,Percentage Occupancy,S12000048,Mental Health Problems,All Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000049,Mental Health Problems,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000050,Mental Health Problems,All Sectors,Percentage,94,
20140331,Percentage Occupancy,S92000003,Mental Health Problems,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,Percentage,0,
20140331,Percentage Occupancy,S92000003,Mental Health Problems,Private Sector,Percentage,89,
20140331,Percentage Occupancy,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,Percentage,94,
20140331,Percentage Occupancy,S12000005,Older People Aged 65 and Older,All Sectors,Percentage,95,
20140331,Percentage Occupancy,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000005,Older People Aged 65 and Older,Private Sector,Percentage,97,
20140331,Percentage Occupancy,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,0,
20140331,Percentage Occupancy,S12000006,Older People Aged 65 and Older,All Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000006,Older People Aged 65 and Older,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,95,
20140331,Percentage Occupancy,S12000008,Older People Aged 65 and Older,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000008,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,,c
20140331,Percentage Occupancy,S12000008,Older People Aged 65 and Older,Private Sector,Percentage,85,
20140331,Percentage Occupancy,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,0,
20140331,Percentage Occupancy,S12000010,Older People Aged 65 and Older,All Sectors,Percentage,84,
20140331,Percentage Occupancy,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,81,
20140331,Percentage Occupancy,S12000010,Older People Aged 65 and Older,Private Sector,Percentage,83,
20140331,Percentage Occupancy,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,100,
20140331,Percentage Occupancy,S12000011,Older People Aged 65 and Older,All Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,88,
20140331,Percentage Occupancy,S12000011,Older People Aged 65 and Older,Private Sector,Percentage,93,
20140331,Percentage Occupancy,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,96,
20140331,Percentage Occupancy,S12000013,Older People Aged 65 and Older,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000013,Older People Aged 65 and Older,Private Sector,Percentage,98,
20140331,Percentage Occupancy,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,100,
20140331,Percentage Occupancy,S12000014,Older People Aged 65 and Older,All Sectors,Percentage,86,
20140331,Percentage Occupancy,S12000014,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,79,
20140331,Percentage Occupancy,S12000014,Older People Aged 65 and Older,Private Sector,Percentage,86,
20140331,Percentage Occupancy,S12000014,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,97,
20140331,Percentage Occupancy,S12000017,Older People Aged 65 and Older,All Sectors,Percentage,90,
20140331,Percentage Occupancy,S12000017,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,91,
20140331,Percentage Occupancy,S12000017,Older People Aged 65 and Older,Private Sector,Percentage,90,
20140331,Percentage Occupancy,S12000017,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,92,
20140331,Percentage Occupancy,S12000018,Older People Aged 65 and Older,All Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000018,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,,c
20140331,Percentage Occupancy,S12000018,Older People Aged 65 and Older,Private Sector,Percentage,93,
20140331,Percentage Occupancy,S12000018,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,91,
20140331,Percentage Occupancy,S12000019,Older People Aged 65 and Older,All Sectors,Percentage,87,
20140331,Percentage Occupancy,S12000019,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,93,
20140331,Percentage Occupancy,S12000019,Older People Aged 65 and Older,Private Sector,Percentage,86,
20140331,Percentage Occupancy,S12000019,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,85,
20140331,Percentage Occupancy,S12000020,Older People Aged 65 and Older,All Sectors,Percentage,96,
20140331,Percentage Occupancy,S12000020,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,0,
20140331,Percentage Occupancy,S12000020,Older People Aged 65 and Older,Private Sector,Percentage,96,
20140331,Percentage Occupancy,S12000020,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,89,
20140331,Percentage Occupancy,S12000021,Older People Aged 65 and Older,All Sectors,Percentage,85,
20140331,Percentage Occupancy,S12000021,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,78,
20140331,Percentage Occupancy,S12000021,Older People Aged 65 and Older,Private Sector,Percentage,84,
20140331,Percentage Occupancy,S12000021,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,94,
20140331,Percentage Occupancy,S12000023,Older People Aged 65 and Older,All Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000023,Older People Aged 65 and Older,Local Authority/Health Board Sectors,Percentage,94,
20140331,Percentage Occupancy,S12000023,Older People Aged 65 and Older,Private Sector,Percentage,0,
20140331,Percentage Occupancy,S12000023,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,Percentage,0,
20140331,Percentage Occupancy,S12000026,Older People Aged 65 and Older,All Sectors,Percentage,80,
