Date,KeyStatistic,CA,CAQF,MainClientGroup,MainClientGroupQF,Sector,SectorQF,Unit,Value,ValueQF
20130331,Number of Long Stay Residents,S12000020,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000021,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000023,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000026,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000027,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000028,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000029,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000030,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000033,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000034,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000035,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000036,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000038,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000039,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000040,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000041,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000042,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000045,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000047,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000048,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000049,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000050,,Learning Disabilities,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,All Sectors,d,Number,1588,
20130331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Local Authority/Health Board Sectors,,Number,123,
20130331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Private Sector,,Number,635,
20130331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Voluntary or Not for Profit Sector,,Number,830,
20130331,Number of Long Stay Residents,S12000005,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000006,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000008,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000010,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000011,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000013,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000014,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000017,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000018,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000019,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000020,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000021,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000023,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000026,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000027,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000028,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000029,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000030,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000033,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000034,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000035,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000036,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000038,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000039,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000040,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000041,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000042,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000045,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000047,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000048,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000049,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000050,,Mental Health Problems,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,All Sectors,d,Number,947,
20130331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Local Authority/Health Board Sectors,,Number,,c
20130331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Private Sector,,Number,504,
20130331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Voluntary or Not for Profit Sector,,Number,416,
20130331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,All Sectors,d,Number,230,
20130331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,35,
20130331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Private Sector,,Number,195,
20130331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,All Sectors,d,Number,959,
20130331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20130331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Private Sector,,Number,729,
20130331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,All Sectors,d,Number,723,
20130331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Private Sector,,Number,723,
20130331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,All Sectors,d,Number,544,
20130331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,123,
20130331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Private Sector,,Number,390,
20130331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,All Sectors,d,Number,536,
20130331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,26,
20130331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Private Sector,,Number,334,
20130331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,All Sectors,d,Number,177,
20130331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,102,
20130331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Private Sector,,Number,39,
20130331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,All Sectors,d,Number,792,
20130331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,101,
20130331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Private Sector,,Number,633,
20130331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,58,
20130331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,All Sectors,d,Number,1571,
20130331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,207,
20130331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Private Sector,,Number,1185,
20130331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,All Sectors,d,Number,651,
20130331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20130331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Private Sector,,Number,478,
20130331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,All Sectors,d,Number,506,
20130331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,106,
20130331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,40,
20130331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,All Sectors,d,Number,532,
20130331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20130331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Private Sector,,Number,482,
20130331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,50,
20130331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,All Sectors,d,Number,968,
20130331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,20,
20130331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Private Sector,,Number,884,
20130331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,All Sectors,d,Number,95,
20130331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,95,
20130331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Private Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,All Sectors,d,Number,576,
20130331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,108,
20130331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Private Sector,,Number,429,
20130331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,39,
20130331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,All Sectors,d,Number,105,
20130331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,94,
20130331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Private Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,All Sectors,d,Number,898,
20130331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,38,
20130331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Private Sector,,Number,771,
20130331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,All Sectors,d,Number,2068,
20130331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,234,
20130331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Private Sector,,Number,1670,
20130331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,All Sectors,d,Number,428,
20130331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,40,
20130331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Private Sector,,Number,349,
20130331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,39,
20130331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,All Sectors,d,Number,1336,
20130331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,72,
20130331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Private Sector,,Number,1075,
20130331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,189,
20130331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,All Sectors,d,Number,1549,
20130331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,231,
20130331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Private Sector,,Number,1222,
20130331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000035,,Older People Aged 65 and Older,,All Sectors,d,Number,545,
20130331,Number of Long Stay Residents,S12000035,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,73,
20130331,Number of Long Stay Residents,S12000035,,Older People Aged 65 and Older,,Private Sector,,Number,401,
20130331,Number of Long Stay Residents,S12000035,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000036,,Older People Aged 65 and Older,,All Sectors,d,Number,2616,
20130331,Number of Long Stay Residents,S12000036,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,451,
20130331,Number of Long Stay Residents,S12000036,,Older People Aged 65 and Older,,Private Sector,,Number,1705,
20130331,Number of Long Stay Residents,S12000036,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,460,
20130331,Number of Long Stay Residents,S12000038,,Older People Aged 65 and Older,,All Sectors,d,Number,1245,
20130331,Number of Long Stay Residents,S12000038,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,163,
20130331,Number of Long Stay Residents,S12000038,,Older People Aged 65 and Older,,Private Sector,,Number,824,
20130331,Number of Long Stay Residents,S12000038,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,258,
20130331,Number of Long Stay Residents,S12000039,,Older People Aged 65 and Older,,All Sectors,d,Number,419,
20130331,Number of Long Stay Residents,S12000039,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,156,
20130331,Number of Long Stay Residents,S12000039,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000039,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000040,,Older People Aged 65 and Older,,All Sectors,d,Number,786,
20130331,Number of Long Stay Residents,S12000040,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,98,
20130331,Number of Long Stay Residents,S12000040,,Older People Aged 65 and Older,,Private Sector,,Number,666,
20130331,Number of Long Stay Residents,S12000040,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000041,,Older People Aged 65 and Older,,All Sectors,d,Number,902,
20130331,Number of Long Stay Residents,S12000041,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,63,
20130331,Number of Long Stay Residents,S12000041,,Older People Aged 65 and Older,,Private Sector,,Number,775,
20130331,Number of Long Stay Residents,S12000041,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000042,,Older People Aged 65 and Older,,All Sectors,d,Number,899,
20130331,Number of Long Stay Residents,S12000042,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,116,
20130331,Number of Long Stay Residents,S12000042,,Older People Aged 65 and Older,,Private Sector,,Number,705,
20130331,Number of Long Stay Residents,S12000042,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000045,,Older People Aged 65 and Older,,All Sectors,d,Number,529,
20130331,Number of Long Stay Residents,S12000045,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20130331,Number of Long Stay Residents,S12000045,,Older People Aged 65 and Older,,Private Sector,,Number,529,
20130331,Number of Long Stay Residents,S12000045,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20130331,Number of Long Stay Residents,S12000047,,Older People Aged 65 and Older,,All Sectors,d,Number,2337,
20130331,Number of Long Stay Residents,S12000047,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,257,
20130331,Number of Long Stay Residents,S12000047,,Older People Aged 65 and Older,,Private Sector,,Number,2007,
20130331,Number of Long Stay Residents,S12000047,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000048,,Older People Aged 65 and Older,,All Sectors,d,Number,1174,
20130331,Number of Long Stay Residents,S12000048,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000048,,Older People Aged 65 and Older,,Private Sector,,Number,943,
20130331,Number of Long Stay Residents,S12000048,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,147,
20130331,Number of Long Stay Residents,S12000049,,Older People Aged 65 and Older,,All Sectors,d,Number,3574,
20130331,Number of Long Stay Residents,S12000049,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,498,
20130331,Number of Long Stay Residents,S12000049,,Older People Aged 65 and Older,,Private Sector,,Number,2702,
20130331,Number of Long Stay Residents,S12000049,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S12000050,,Older People Aged 65 and Older,,All Sectors,d,Number,1482,
20130331,Number of Long Stay Residents,S12000050,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,59,
20130331,Number of Long Stay Residents,S12000050,,Older People Aged 65 and Older,,Private Sector,,Number,1388,
20130331,Number of Long Stay Residents,S12000050,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20130331,Number of Long Stay Residents,S92000003,d,Older People Aged 65 and Older,,All Sectors,d,Number,31752,
20130331,Number of Long Stay Residents,S92000003,d,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,3650,
20130331,Number of Long Stay Residents,S92000003,d,Older People Aged 65 and Older,,Private Sector,,Number,24856,
20130331,Number of Long Stay Residents,S92000003,d,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,3246,
20130331,Number of Long Stay Residents,S12000005,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000006,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000008,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000010,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000011,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000013,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000014,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000017,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000018,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000019,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000020,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000021,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000023,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000026,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000027,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000028,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000029,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000030,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000033,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000034,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000035,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000036,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000038,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000039,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000040,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000041,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000042,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000045,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000047,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000048,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000049,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S12000050,,Other Groups,,All Sectors,,Number,,c
20130331,Number of Long Stay Residents,S92000003,d,Other Groups,,All Sectors,d,Number,187,
20130331,Number of Long Stay Residents,S92000003,d,Other Groups,,Local Authority/Health Board Sectors,,Number,0,
20130331,Number of Long Stay Residents,S92000003,d,Other Groups,,Private Sector,,Number,14,
20130331,Number of Long Stay Residents,S92000003,d,Other Groups,,Voluntary or Not for Profit Sector,,Number,173,
20130331,Number of Long Stay Residents,S12000005,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000006,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000008,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000010,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000011,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000013,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000014,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000017,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000018,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000019,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000020,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000021,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000023,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000026,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000027,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000028,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000029,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000030,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000033,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000034,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000035,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000036,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000038,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000039,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000040,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000041,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000042,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000045,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000047,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000048,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000049,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S12000050,,Physical and Sensory Impairment,,All Sectors,,Number,,:
20130331,Number of Long Stay Residents,S92000003,d,Physical and Sensory Impairment,,All Sectors,d,Number,459,
20130331,Number of Long Stay Residents,S92000003,d,Physical and Sensory Impairment,,Local Authority/Health Board Sectors,,Number,,c
20130331,Number of Long Stay Residents,S92000003,d,Physical and Sensory Impairment,,Private Sector,,Number,,c
20130331,Number of Long Stay Residents,S92000003,d,Physical and Sensory Impairment,,Voluntary or Not for Profit Sector,,Number,351,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000005,,All Adults,d,All Sectors,d,Number,324,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000005,,All Adults,d,Local Authority/Health Board Sectors,,Number,44,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000005,,All Adults,d,Private Sector,,Number,232,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000005,,All Adults,d,Voluntary or Not for Profit Sector,,Number,48,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000006,,All Adults,d,All Sectors,d,Number,1104,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000006,,All Adults,d,Local Authority/Health Board Sectors,,Number,9,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000006,,All Adults,d,Private Sector,,Number,834,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000006,,All Adults,d,Voluntary or Not for Profit Sector,,Number,261,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000008,,All Adults,d,All Sectors,d,Number,841,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000008,,All Adults,d,Local Authority/Health Board Sectors,,Number,10,
20130331,Number of Long Stay and Short Stay and Respite Residents,S12000008,,All Adults,d,Private Sector,,Number,831,
